FeatureEn	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	TotCountBlind	TotCountSighted	ConceptCountBlind	ConceptCountSighted	NegatedCountBlind	NegatedPercentageBlind	NegatedCountSighted	NegatedPercentageSighted	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted
various_types	vario_tipo:varia_tipologia	qua	qua	7	13	1	2	0	0.0	0	0.0	D	D	1.000	0.500
vegetable	ortaggio:verdura:vegetale	isa:eco:par	isa:eco:mer:hol	83	106	5	7	0	0.0	0	0.0	ND	ND	0.200	0.143
vegetation	vegetazione	par:eco:isa	mer:eco:isa	4	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
vehicle	veicolo	isa:par:eco:eab	isa:mer:eco:eab	12	9	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
veneration	culto	eab:isa	eab:isa	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
verb	verbo	isa:eab:eco	isa:eab:eco	53	40	17	12	0	0.0	0	0.0	ND	ND	0.059	0.083
very	molto:assai	qua:ppe	qua:ppe	37	87	5	25	0	0.0	0	0.0	ND	ND	0.200	0.040
view	vista:panorama:visuale:visione	eco:eab:isa:tax:pnp	eco:eab:isa:pnp:coo	16	20	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
village	paese	spa:eco	spa:eco	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
vinegar	aceto	eco	eco	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
violence	violenza	eab:man	eab:man	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
vision	visione:di_visione	eco:isa:eab	eco:isa:eab	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
visual	visivo:visuale	pnp:ppe:eco:man	pnp:ppe:eco:man	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
vitamin	vitamina:vitaminico	par:ppe:eco:pnp	mer:ppe:eco:pnp	9	11	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
vitamin_a	vitamina_a	par	mer	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
vitamin_c	vitamina_c	par	mer	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
vocal_apparatus	apparato_vocale:apparato_fonatorio	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
vocal_cord	corda_vocale	eco	eco	6	10	2	2	0	0.0	0	0.0	D	D	0.500	0.500
voice	voce	eco	eco	26	24	5	3	0	0.0	0	0.0	ND	ND	0.200	0.333
volume	volume	eco:eab	eco:eab	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
vote	voto	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
wagon	vagone:carrozza:vettura:carro	par:eco	mer:eco	15	14	1	1	0	0.0	0	0.0	D	D	1.000	1.000
waiter	cameriere	eco	eco	2	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
walk	passeggiata:passeggio:camminata	eco:tim:tax	eco:tim:exa	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
wall	muro:parete	spa:eco	spa:eco	4	10	1	2	0	0.0	0	0.0	D	D	1.000	0.500
war	guerra:da_guerra:bellico	eco:tax:tim:spa	eco:exa:tim:spa	7	8	2	1	0	0.0	0	0.0	D	D	0.500	1.000
water	acqua	par:spa:eco	spa:mad:mer:eco	41	46	4	5	0	0.0	0	0.0	ND	ND	0.250	0.200
wave	onda	par:eco:eab	mer:eco:eab	7	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
way	modo:via:verso:modalità:maniera:cammino	isa:eab:man:spa:par	isa:eab:man:spa:mer	35	14	6	2	0	0.0	0	0.0	ND	D	0.167	0.500
way_of_being	modo_di_essere	isa:eco	isa:eco	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
we	noi	eco:spa:eab	eco:spa:eab	16	11	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
weapon	arma	isa:eco	isa:eco	5	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
webbed	palmato	ppe	ppe	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
welfare	benessere	eab	eab	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
well	bene	man:pnp:eab:eva	man:pnp:eab:eva	25	17	5	2	1	4.0	0	0.0	ND	D	0.200	0.500
what_is_done	ciò_che_viene_fatto	eco	eco	6	6	1	2	0	0.0	0	0.0	D	D	1.000	0.500
what_is_said	ciò_che_viene_detto	eco	eco	18	21	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
what_it_is	cos'_è	eco	eco	5	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
what_you_hear	ciò_che_si_sente	eco	eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
what_you_want	ciò_che_si_vuole:ciò_che_si_desidera	eco:eab:eve	eco:eab:eve	5	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
wheel	ruota:gomma	par:eva	mer:eva	32	44	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
whiskers	baffo	par:ppe	mer:ppe	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
white	bianco:candido	ppe	ppe	13	122	5	13	0	0.0	0	0.0	ND	ND	0.200	0.077
whole	insieme:intero:complesso:tutto	isa:qua:spa:pnp:man:eco:eab	isa:qua:spa:pnp:man:eco:eab	13	18	2	2	0	0.0	0	0.0	D	D	0.500	0.500
why	perché	eab:pnp	eab:pnp	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
wide	grande:largo:vasto:esteso:ampio	ppe:spa:man	ppe:spa:man	15	13	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
wife	moglie	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
wild	selvatico:selvaggio:stato_brado:stato_selvatico:stato_selvaggio:stato_libero:naturale:feroce	spa:pnp:man:ppe:tax:eab	spa:pnp:man:ppe:exa:eab	10	17	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
will	volontà:volere:voglia	eab:isa	eab:isa	10	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
will_to_live	voglia_di_vivere	eab:isa	eab:isa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
window	finestra:finestrino	par:spa	mer:spa	6	8	2	1	0	0.0	0	0.0	D	D	0.500	1.000
wing	ala	par	mer	23	42	5	6	0	0.0	0	0.0	ND	ND	0.200	0.167
winter	inverno	tim	tim	15	12	4	2	0	0.0	0	0.0	ND	D	0.250	0.500
woman	donna	eco	eco	9	9	1	2	0	0.0	0	0.0	D	D	1.000	0.500
wood	legno:bosco:legna:selva	par:spa:eco:tax:ppe	mad:spa:eco:mer:coo:ppe	38	47	9	6	0	0.0	0	0.0	ND	ND	0.111	0.167
woody	legnoso	ppe	ppe	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
wool	lana	eco	eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
word	parola:vocabolo	eco:isa:eab:tax	eco:isa:eab:exa	28	27	7	7	0	0.0	0	0.0	ND	ND	0.143	0.143
work	lavoro:opera	eco:spa:tax:par	eco:spa:mer:exa	33	38	5	6	0	0.0	0	0.0	ND	ND	0.200	0.167
world	mondo:mondiale	spa:eco	spa:eco	16	29	4	6	0	0.0	0	0.0	ND	ND	0.250	0.167
worship	culto	isa:eco:eab	isa:eco:eab	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
wound	ferita	eco	eco	2	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
wrong	torto:sbagliato:male	eab:pnp:eco:man	eab:pnp:eco:man	4	7	2	2	0	0.0	0	0.0	D	D	0.500	0.500
yellow	giallo	ppe	ppe	18	107	3	9	0	0.0	0	0.0	ND	ND	0.333	0.111
zoo	zoo:giardino_zoologico	spa	spa	7	9	1	2	0	0.0	0	0.0	D	D	1.000	0.500
